"gemeindename","plz","bundesland","latitude","longitude","partnergemeinde","land","kontinent","seit","form","latitude_partner","longitude_partner"
"St. Ingbert","66386","Saarland","49.274704","7.128784","N`Diaganiao","Senegal","Afrika","1986","p","14.519794","-14.659751"
"St. Ingbert","66386","Saarland","49.274704","7.128784","Tombstone","USA","Amerika","1996","f","31.7129","-110.0676"
"St. Märgen","79274","Baden-Württemberg","40.6351","-80.2281","Erdeven","Frankreich","Europa","1996","p","47.6421","-3.1571"
"St. Peter","79271","Baden-Württemberg","44.3289","-93.9639","Ebersmünster","Frankreich","Europa","1965","k","47.928974","16.203671"
"St. Wendel","66606","Saarland","49.464129","7.192469","Reze les Nantes","Frankreich","Europa","1973","p","-29.627433","28.171123"
"St. Wendel","66606","Saarland","49.464129","7.192469","Sao Vendelino","Brasilien","Amerika","2000","p","-29.376364","-51.354947"
"Stade","21682","Niedersachsen","53.6084","9.4688","Karlshamn","Schweden","Europa","1984","p","56.1706","14.8619"
"Stade","21682","Niedersachsen","53.6084","9.4688","Givat Shumel","Israel","Asien","1987","p","31.386006","34.632182"
"Stade","21682","Niedersachsen","53.6084","9.4688","Goldap (Goldap/Ostpr.)","Polen","Europa","1998","p","",""
"Stade","21682","Niedersachsen","53.6084","9.4688","Lakewood","USA","Amerika","1993","f","47.1718","-122.5185"
"Stade (Kreis) (Stade, Stadt)","21682","Niedersachsen","1.288011","103.852371","Ikaalinen","Finnland","Europa","1985","k","52.599755","8.840745"
"Stadecken-Elsheim","55271","Rheinland-Pfalz","49.9122","8.1253","Rupt sur Moselle","Frankreich","Europa","1980","p","47.9267","6.6628"
"Stadecken-Elsheim","55271","Rheinland-Pfalz","49.9122","8.1253","Bovolone","Italien","Europa","2000","p","45.258696","11.133664"
"Stadland","26935","Niedersachsen","53.431514","8.401941","District du Petit Caux","Frankreich","Europa","1991","p","45.7975411","5.2973847"
"Stadtallendorf","35260","Hessen","50.8271","9.0152","St. Ives","Großbritannien","Europa","1989","p","50.206158","-5.500095"
"Stadtbergen","86391","Bayern","48.3664","10.8464","Fukushima","Japan","Asien","1973","k","37.365733","140.131367"
"Stadtbergen","86391","Bayern","48.3664","10.8464","Baguida","Togo","Afrika","1986","k","8.675738","1.023593"
"Stadtbergen","86391","Bayern","48.3664","10.8464","Brie Conte Robert","Frankreich","Europa","1987","p","19.9542","-100.1638"
"Stadtbergen","86391","Bayern","48.3664","10.8464","Bagnolo Mella","Italien","Europa","2004","p","45.432808","10.169641"
"Stadthagen","31655","Niedersachsen","52.3137","9.2132","Tapolca","Ungarn","Europa","1990","p","46.8841","17.4408"
"Stadtlengsfeld","36457","Thüringen","50.7833","10.1292","Kiskövos","Ungarn","Europa","2003","p","47.928974","16.203671"
"Stadtlohn","48703","Nordrhein-Westfalen","51.994","6.9192","San Vito","Italien","Europa","1983","p","8.804586","-82.968834"
"Stadtlohn","48703","Nordrhein-Westfalen","51.994","6.9192","Dinkelland","Niederlande","Europa","1975","p","47.928974","16.203671"
"Stadtoldendorf","37627","Niedersachsen","51.8824","9.6265","La Montagne","Frankreich","Europa","1988","p","47.1865","-1.6827"
"Stadtroda","7646","Thüringen","50.8568","11.7268","Tachov","Tschech. Republik","Europa","1976","p","50.5433","14.6384"
"Stadtroda","7646","Thüringen","50.8568","11.7268","Thuaré","Frankreich","Europa","2000","k","47.928974","16.203671"
"StadtverbandSaarbrücken (Kreis) (Saarbrücken)","66119","Saarland","49.210101","6.998253","Lehigh County","USA","Amerika","1982","p","42.36","-94.0522"
"StadtverbandSaarbrücken (Kreis) (Saarbrücken)","66119","Saarland","49.210101","6.998253","Agrigent","Italien","Europa","1995","f","37.414245","13.558173"
"Stamsried","93491","Bayern","49.2675","12.5305","Suben am Inn","Österreich","Europa","1979","p","47.6420735","12.2001376"
"Stamsried","93491","Bayern","49.2675","12.5305","St. Marienkirchen","Österreich","Europa","1979","p","48.1829273","13.576783"
"Starnberg","82319","Bayern","48.0019","11.3442","Dinard","Frankreich","Europa","1977","p","48.6314","-2.0614"
"Starnberg (Kreis) (Starnberg, Stadt)","82319","Bayern","1.288011","103.852371","Taipei","Taiwan","Asien","1985","f","25.085624","121.564813"
"Starzach","72181","Baden-Württemberg","48.4317","8.8111","Bocage Gatinais","Frankreich","Europa","1992","p","47.928974","16.203671"
"Staufen im Breisgau","79219","Baden-Württemberg","47.8823","7.7282","Bonneville","Frankreich","Europa","1963","p","46.0802","6.4073"
"Staufen im Breisgau","79219","Baden-Württemberg","47.8823","7.7282","Kazimierz-Dolny b. Lublin","Polen","Europa","1994","p","51.3069","21.95"
"Staufenberg","35460","Hessen","50.662","8.7316","Moravska Trebova","Tschech. Republik","Europa","2000","k","49.7579","16.6643"
"Staufenberg","35460","Hessen","50.662","8.7316","Tarjan (Tarian)","Ungarn","Europa","1990","p","47.6104","18.5107"
"Stavenhagen","17153","Mecklenburg-Vorpommern","53.7","12.9","Silale","Litauen","Europa","1994","p","55.4906","22.1814"
"Steffenberg","35239","Hessen","50.834592","8.422102","Kecskéd","Ungarn","Europa","2000","k","47.928974","16.203671"
"Steffenberg","35239","Hessen","50.834592","8.422102","Lüsen","Italien","Europa","1980","p","47.928974","16.203671"
"Stegaurach","96135","Bayern","49.8654","10.8438","Onet-le-Chateau","Frankreich","Europa","1986","p","44.3749","2.58"
"Steimbke","31634","Niedersachsen","52.6548","9.3909","Chouze-sur-Loire","Frankreich","Europa","1991","p","47.2367","0.1236"
"Stein","90547","Bayern","49.406","10.9991","Guéret (Creuse)","Frankreich","Europa","1990","p","46.067886","2.048773"
"Stein","90547","Bayern","49.406","10.9991","Puck","Polen","Europa","2003","k","51.891691","0.009363"
"Steinach","77790","Baden-Württemberg","48.3","8.05","Lay Saint-Christophe","Frankreich","Europa","1976","p","48.7487","6.1978"
"Steinach","77790","Baden-Württemberg","48.3","8.05","Truchtersheim (Elsaß)","Frankreich","Europa","1965","p","26.2934","-97.9931"
"Steinau an der Straße","36396","Hessen","50.3167","9.4667","Szederkény (Surgeting)","Ungarn","Europa","1991","k","47.928974","16.203671"
"Steinau an der Straße","36396","Hessen","50.3167","9.4667","Welsberg","Italien","Europa","1988","p","47.928974","16.203671"
"Steinbach (Taunus)","61449","Hessen","50.1677","8.5728","Saint Avertin","Frankreich","Europa","1980","p","47.354534","0.733123"
"Steinbach (Taunus)","61449","Hessen","50.1677","8.5728","Pijnacker","Niederlande","Europa","1973","p","52.0111094","4.4326592"
"Steinbach-Hallenberg","98587","Thüringen","50.6962","10.5654","Saint-Avertin","Frankreich","Europa","2000","f","47.354534","0.733123"
"Steinbach-Hallenberg","98587","Thüringen","50.6962","10.5654","Pijnacker","Niederlande","Europa","2000","f","52.0111094","4.4326592"
"Steinburg (Kreis) (Itzehoe, Stadt)","","Schleswig-Holstein","1.288011","103.852371","Anqouleme","Frankreich","Europa","2000","f","54.214101","9.959752"
"Steinen","79585","Baden-Württemberg","47.6445","7.7391","Cornimont","Frankreich","Europa","1983","p","47.9631","6.8392"
"Steinenbronn","71144","Baden-Württemberg","48.6618","9.1217","Le Roeulx","Belgien","Europa","1992","p","50.485973","4.106796"
"Steinenbronn","71144","Baden-Württemberg","48.6618","9.1217","Quinzse","Frankreich","Europa","1966","p","47.928974","16.203671"
"Steinenbronn","71144","Baden-Württemberg","48.6618","9.1217","Polla","Italien","Europa","1991","p","36.4309","-90.2684"
"Steinfeld","97854","Bayern","49.9528","9.6694","Chauvigne","Frankreich","Europa","1992","p","48.3758","-1.4603"
"Steinfeld (Oldenburg)","49439","Niedersachsen","52.5863","8.2156","Dubnica (Dubnitz)","Slow. Republik","Europa","1990","k","47.928974","16.203671"
"Steinfeld (Oldenburg)","49439","Niedersachsen","52.5863","8.2156","Cermany (Tscherman)","Slow. Republik","Europa","1987","k","48.4689","18.0361"
"Steinfurt","48565","Nordrhein-Westfalen","52.1386","7.3639","Liedekerke","Belgien","Europa","1975","p","50.874865","4.095298"
"Steinfurt","48565","Nordrhein-Westfalen","52.1386","7.3639","Rijssen-Holten","Niederlande","Europa","1974","p","52.2882458","6.4445813"
"Steinfurt (Kreis) (Steinfurt, Stadt)","48565","Nordrhein-Westfalen","1.288011","103.852371","London Borough of Ealing","Großbritannien","Europa","1973","p","51.414356","7.577272"
"Steinfurt (Kreis) (Steinfurt, Stadt)","48565","Nordrhein-Westfalen","1.288011","103.852371","Telsiai","Litauen","Europa","2005","p","51.414356","7.577272"
"Steinfurt (Kreis) (Steinfurt, Stadt)","48565","Nordrhein-Westfalen","1.288011","103.852371","Utena","Litauen","Europa","2005","k","51.414356","7.577272"
"Steinhagen","33803","Nordrhein-Westfalen","52","8.4","Fivizzano","Italien","Europa","1988","p","44.246859","10.125455"
"Steinhagen","33803","Nordrhein-Westfalen","52","8.4","Woerden","Niederlande","Europa","1972","p","52.0769928","4.9009889"
"Steinhagen","18442","Mecklenburg-Vorpommern","54.2262","12.9887","Skurup","Schweden","Europa","1996","p","55.4784","13.5019"
"Steinhausen an der Rottum","88416","Baden-Württemberg","48.0167","9.9667","Chaponnay","Frankreich","Europa","1983","p","45.631","4.943"
"Steinheim","32839","Nordrhein-Westfalen","51.8707","9.0914","Bourbonnais","USA","Amerika","1987","p","41.16","-87.88"
"Steinheim am Albuch","89555","Baden-Württemberg","48.6927","10.0412","Colombelles","Frankreich","Europa","1986","p","49.2042","-0.2972"
"Steinheim am Albuch","89555","Baden-Württemberg","48.6927","10.0412","Pilisborosjenö (Weindorf)","Ungarn","Europa","1980","f","47.6074","18.9932"
"Steinheim an der Murr","71711","Baden-Württemberg","48.9682","9.2771","Sárvár","Ungarn","Europa","1990","p","47.928974","16.203671"
"Steinmauern","76479","Baden-Württemberg","48.9009","8.1969","Steinmaur","Schweiz","Europa","1989","p","47.494355","8.449872"
"Steinweiler","76872","Rheinland-Pfalz","49.1211","8.1414","Epinac","Frankreich","Europa","1991","p","46.989001","4.527697"
"Steißlingen","78256","Baden-Württemberg","47.796454","8.913445","Saint Palais","Frankreich","Europa","1992","p","47.2476","2.407929"
"Stelle","21435","Niedersachsen","53.3842","10.1114","Bording","Dänemark","Europa","1995","f","47.928974","16.203671"
"Stelle","21435","Niedersachsen","53.3842","10.1114","Plouzané","Frankreich","Europa","1991","p","48.3833","-4.6167"
"Stelle","21435","Niedersachsen","53.3842","10.1114","Glenfield","Großbritannien","Europa","1997","p","-36.780287","174.723361"
"Stelle","21435","Niedersachsen","53.3842","10.1114","Notodden","Norwegen","Europa","1989","k","59.5594","9.2585"
"Stelzenberg","67705","Rheinland-Pfalz","49.3833","7.7333","Breitenau (Elsaß)","Frankreich","Europa","1988","p","26.2934","-97.9931"
"Stendal","39576","Sachsen-Anhalt","52.605","11.8581","Svitary (Zwittau)","Tschech. Republik","Europa","1999","p","49.7559","16.4683"
"Stendal","39576","Sachsen-Anhalt","52.605","11.8581","Grenoble","Frankreich","Europa","1992","p","45.1872","5.7266"
"Stendal","39576","Sachsen-Anhalt","52.605","11.8581","Pulawy","Polen","Europa","1999","p","-9.687","124.4804"
"Stendal (Kreis) (Stendal, Stadt)","","Sachsen-Anhalt","1.288011","103.852371","Mazeikiai","Litauen","Europa","1994","p","51.993671","11.556108"
"Stendal (Kreis) (Stendal, Stadt)","","Sachsen-Anhalt","1.288011","103.852371","Jarzewo","Rußland","Europa","1996","p","51.993671","11.556108"
"Stendal (Kreis) (Stendal, Stadt)","","Sachsen-Anhalt","1.288011","103.852371","Vargarda","Schweden","Europa","1997","p","51.993671","11.556108"
"Stetten","87778","Bayern","48.0333","10.4333","Quelaines - Saint Gault","Frankreich","Europa","1993","p","47.925","-0.802"
"Stetten am kalten Markt","72510","Baden-Württemberg","48.1242","9.0777","Montlhéry","Frankreich","Europa","1982","f","47.928974","16.203671"
"Stimpfach","74597","Baden-Württemberg","49.0613","10.0927","Viehhofen","Österreich","Europa","1978","k","47.3581","12.7252"
"Stockach","78333","Baden-Württemberg","47.851","9.0091","La Roche sur Foron","Frankreich","Europa","1972","p","46.0666","6.3122"
"Stockelsdorf","23617","Schleswig-Holstein","53.8905","10.6258","Le Portel","Frankreich","Europa","2001","p","50.7069","1.574"
"Stockstadt a.Main","63811","Bayern","49.981321","9.043498","May sur Orne","Frankreich","Europa","1993","p","49.1003","-0.3739"
"Stockstadt a.Main","63811","Bayern","49.981321","9.043498","Saint André sur Orne","Frankreich","Europa","1993","p","49.123233","-0.384522"
"Stockstadt a.Main","63811","Bayern","49.981321","9.043498","Saint Martin de Fontenay","Frankreich","Europa","1993","p","49.115134","-0.352671"
"Stockstadt am Rhein","64589","Hessen","49.8139","8.4622","Villa Lagarina","Italien","Europa","2000","p","45.912571","11.037755"
"Stolberg (Rhld.)","52222","Nordrhein-Westfalen","50.7737","6.2259","Faches-Thumesnil","Frankreich","Europa","1989","p","50.5989","3.0743"
"Stolberg (Rhld.)","52222","Nordrhein-Westfalen","50.7737","6.2259","Valognes","Frankreich","Europa","1990","p","49.5088","-1.4705"
"Stolberg (Rhld.)","52222","Nordrhein-Westfalen","50.7737","6.2259","Grado","Italien","Europa","1968","f","45.69422","13.407167"
"Stollberg/Erzgeb.","9366","Sachsen","","","Montigny-en-Gohelle","Frankreich","Europa","1961","p","50.4278","2.9297"
"Stollberg/Erzgeb.","9366","Sachsen","","","Tamasi","Ungarn","Europa","1996","p","35.63333333","139.4333333"
"Straelen","47638","Nordrhein-Westfalen","51.4419","6.2664","Bayon","Frankreich","Europa","1963","p","-7.2716","107.8197"
"Straelen","47638","Nordrhein-Westfalen","51.4419","6.2664","Strzelin","Polen","Europa","2005","p","-9.687","124.4804"
"Stralsund","18439","Mecklenburg-Vorpommern","54.3091","13.0818","Svendborg","Dänemark","Europa","1992","p","55.0598","10.6068"
"Stralsund","18439","Mecklenburg-Vorpommern","54.3091","13.0818","Pori","Finnland","Europa","1991","p","61.5","21.6667"
"Stralsund","18439","Mecklenburg-Vorpommern","54.3091","13.0818","Ventspils","Lettland","Europa","1989","p","57.418565","21.613494"
"Stralsund","18439","Mecklenburg-Vorpommern","54.3091","13.0818","Stargard Szczecinski (Stargard/Pom.)","Polen","Europa","1992","p","",""
"Stralsund","18439","Mecklenburg-Vorpommern","54.3091","13.0818","Malmö","Schweden","Europa","1991","p","50.410221","6.002468"
"Strasburg (Uckermark)","17335","Mecklenburg-Vorpommern","53.5167","13.75","Strassburg","Österreich","Europa","1992","f","48.5836","7.7481"
"Strasburg (Uckermark)","17335","Mecklenburg-Vorpommern","53.5167","13.75","Brodnica (Strasburg)","Polen","Europa","1996","p","38.997","-78.3781"
"Straubenhardt","75334","Baden-Württemberg","48.85","8.5333","Pont-de-Vegle","Frankreich","Europa","2000","p","45.8835445","5.6901929"
"Straubing","94315","Bayern","48.8813","12.5738","Wels","Österreich","Europa","1972","p","48.1492213","13.9906045"
"Straubing","94315","Bayern","48.8813","12.5738","Romans-sur-Isere","Frankreich","Europa","1971","p","45.0456","5.0508"
"Straubing","94315","Bayern","48.8813","12.5738","Tuam","Irland","Europa","1991","p","53.525123","-8.871195"
"Straubing-Bogen (Kreis) (Straubing, Stadt)","94315","Bayern","48.8813","12.5738","Arthez de Bearn","Frankreich","Europa","2000","p","43.4644","-0.6156"
"Strausberg","15344","Brandenburg","52.5786","13.8874","Debno choj. (Neudamm)","Polen","Europa","1979","p","49.967","20.7198"
"Strehla","1616","Sachsen","51.3525","13.2266","Jedlina-Zdroj (Bad Charlottenbrunn)","Polen","Europa","2000","f","50.7242","16.3396"
"Stromberg","55442","Rheinland-Pfalz","49.9439","7.7729","Yvoir","Belgien","Europa","1967","p","46.3703","6.3261"
"Stromberg","55442","Rheinland-Pfalz","49.9439","7.7729","Givet","Frankreich","Europa","1967","p","50.138","4.8254"
"Stromberg","55442","Rheinland-Pfalz","49.9439","7.7729","Finspong","Schweden","Europa","1967","p","54.4667","10.0833"
"Strullendorf","96129","Bayern","49.8443","10.9721","Izsák","Ungarn","Europa","1995","p","47.928974","16.203671"
"Stühlingen","79780","Baden-Württemberg","47.771048","8.422303","Belleme","Frankreich","Europa","1981","p","48.3768","0.5615"
"Stuhr","28816","Niedersachsen","53.0177","8.7437","Alcala de Guadaira","Spanien","Europa","2000","k","37.2746","-5.8164"
"Stuhr","28816","Niedersachsen","53.0177","8.7437","Saint Gervais","Frankreich","Europa","1977","p","45.016241","-0.46298"
"Stuhr","28816","Niedersachsen","53.0177","8.7437","Györ","Ungarn","Europa","2000","k","47.928974","16.203671"
"Stuhr","28816","Niedersachsen","53.0177","8.7437","Sigulda","Lettland","Europa","1989","p","47.928974","16.203671"
"Stutensee","76297","Baden-Württemberg","49.0778","8.4639","Saint Riquier","Frankreich","Europa","1982","p","50.132141","1.948265"
"Stutensee","76297","Baden-Württemberg","49.0778","8.4639","Tolna","Ungarn","Europa","1991","p","46.488107","18.47554"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Brno (Brünn)","Tschech. Republik","Europa","1989","p","49.2115","16.5915"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Kairo","Ägypten","Afrika","1979","p","35.56916","9.847214"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Straßburg","Frankreich","Europa","1962","p","47.928974","16.203671"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Cardiff","Großbritannien","Europa","1955","p","51.491078","-3.195845"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","St. Helens","Großbritannien","Europa","1948","p","53.45088","-2.732269"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Mumbai","Indien","Asien","1968","p","19.074934","72.886062"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Lodz (Lodsch)","Polen","Europa","1988","p","51.623649","19.389962"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Nanjing","China","Asien","1995","k","32.07741","118.823966"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Samara","Rußland","Europa","1992","p","53.2001","50.15"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Menzel Bourguiba","Tunesien","Afrika","1971","p","48.2083661","16.3354481"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","St. Louis","USA","Amerika","1960","p","38.63","-90.19"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Shavei Zion","Israel","Asien","1969","f","31.386006","34.632182"
"Stuttgart","70173","Baden-Württemberg","48.7767","9.1775","Ogaki","Japan","Asien","1988","f","35.35","136.6"
"Suderburg","29556","Niedersachsen","52.8979","10.4424","Seine Maritime","Frankreich","Europa","1973","p","49.662767","0.941779"
"Suderburg (Samtgemeinde)","29556","Niedersachsen","52.875271","10.43257","Seine Maritime (Normandie)","Frankreich","Europa","1973","p","49.4630129","1.1299912"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","Cisek","Polen","Europa","2002","p","-9.687","124.4804"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","Faches-Thumesnil","Frankreich","Europa","2000","k","50.5989","3.0743"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","Hodonin","Tschech. Republik","Europa","2000","k","48.862","17.1096"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","Valognes","Frankreich","Europa","2000","k","49.5088","-1.4705"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","St. Neots","Großbritannien","Europa","2000","k","52.230654","-0.263799"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","Cattolica","Italien","Europa","2000","k","43.967171","12.73041"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","Naoussa (Paros)","Griechenland","Europa","2000","k","47.928974","16.203671"
"Südharz","6536","Sachsen-Anhalt","51.517617","11.096211","Adamus (Adamosch/Adamsdorf)","Rumänien","Europa","2000","k","",""
"SüdlicheWeinstraße (Kreis) (Landau in der Pfalz, Stadt)","76806","Rheinland-Pfalz","49.7579374","8.9510712","Cyeru","Ruanda","Afrika","2000","p","49.957575","7.265703"
"Südlohn","46354","Nordrhein-Westfalen","51.950846","6.863385","Breedevoort","Niederlande","Europa","1993","k","47.928974","16.203671"
"Südlohn","46354","Nordrhein-Westfalen","51.950846","6.863385","Winterswijk","Niederlande","Europa","1996","k","51.9731306","6.7044608"
"Suhl","98527","Thüringen","50.6091","10.694","Ceské Budéjovice (Budweis)","Tschech. Republik","Europa","1979","p","48.9745","14.4743"
"Suhl","98527","Thüringen","50.6091","10.694","Kadan","Tschech. Republik","Europa","2000","k","50.376","13.2713"
"Suhl","98527","Thüringen","50.6091","10.694","Horsens","Dänemark","Europa","2000","k","55.8607","9.8503"
"Suhl","98527","Thüringen","50.6091","10.694","Bègles","Frankreich","Europa","1962","p","47.928974","16.203671"
"Suhl","98527","Thüringen","50.6091","10.694","Caen","Frankreich","Europa","2000","f","49.1822","-0.3706"
"Suhl","98527","Thüringen","50.6091","10.694","Lahti","Finnland","Europa","1988","p","60.9827","25.6615"
"Suhl","98527","Thüringen","50.6091","10.694","Leszno (Lissa)","Polen","Europa","1984","p","51.844","16.5759"
"Suhl","98527","Thüringen","50.6091","10.694","Kaluga","Rußland","Europa","1969","p","54.5293","36.2754"
"Suhl","98527","Thüringen","50.6091","10.694","Tichwin","Rußland","Europa","2000","k","47.928974","16.203671"
"Suhl","98527","Thüringen","50.6091","10.694","Witebsk","Belarus","Europa","2000","k","53.712624","28.039305"
"Suhl","98527","Thüringen","50.6091","10.694","Smoljan","Bulgarien","Europa","1999","p","47.928974","16.203671"
"Sulingen","27232","Niedersachsen","52.6837","8.8095","Galten","Dänemark","Europa","1986","p","47.928974","16.203671"
"Sulz am Neckar","72172","Baden-Württemberg","48.3625","8.6331","Montendre","Frankreich","Europa","1977","p","45.2847","-0.4063"
"Sulzbach (Taunus)","65843","Hessen","50.134","8.528","Jablonec nad Jizerou (Gabel)","Tschech. Republik","Europa","1987","p","50.7035","15.4296"
"Sulzbach (Taunus)","65843","Hessen","50.134","8.528","Pont-Sainte-Maxence","Frankreich","Europa","1983","p","49.3017","2.6047"
"Sulzbach a.Main","63834","Bayern","49.913351","9.169973","Urrugne","Frankreich","Europa","1980","p","43.3622","-1.7"
"Sulzbach-Laufen","74429","Baden-Württemberg","48.9649","9.8456","Niederwölz","Österreich","Europa","1980","k","47.928974","16.203671"
"Sulzbach-Laufen","74429","Baden-Württemberg","48.9649","9.8456","Pfarrkirchen","Österreich","Europa","1986","k","48.4419","12.9443"
"Sulzbach-Laufen","74429","Baden-Württemberg","48.9649","9.8456","Krasná-Lipa (Schönlinde)","Tschech. Republik","Europa","1992","f","50.9135","14.5081"
"Sulzbach-Rosenberg","92237","Bayern","49.5013","11.746","Rumburk (Rumburg)","Tschech. Republik","Europa","2000","f","50.9515","14.557"
"Sulzbach-Rosenberg","92237","Bayern","49.5013","11.746","Mainterzon","Frankreich","Europa","2000","f","47.928974","16.203671"
"Sulzbach-Rosenberg","92237","Bayern","49.5013","11.746","Argyll and Bute","Großbritannien","Europa","2000","f","56.1588","-5.222642"
"Sulzbach/ Saar","66280","Saarland","","","Ravanusa","Italien","Europa","2000","p","47.928974","16.203671"
"Sulzbach/ Saar","66280","Saarland","","","Bassila","Benin","Afrika","2010","p","9.30251","2.293605"
"Sulzbach/ Saar","66280","Saarland","","","Arc-le-Senans","Frankreich","Europa","2014","p","-6.9183","107.6744"
"Sulzberg","87477","Bayern","47.6603","10.3499","Chailland (Departement Mayenne)","Frankreich","Europa","1990","p","48.2252","-0.8739"
"Sulzfeld","75056","Baden-Württemberg","49.1044","8.8597","Avize (Marne)","Frankreich","Europa","1967","p","48.9719","4.0094"
"Sulzfeld","75056","Baden-Württemberg","49.1044","8.8597","El Cajon","USA","Amerika","1975","p","32.7948","-116.9625"
"Sulzheim","55286","Rheinland-Pfalz","49.8431","8.0917","Saint Suzanne (Dep. Meyenne)","Frankreich","Europa","1968","p","32.196311","-110.946396"
"Sundern (Sauerland)","59846","Nordrhein-Westfalen","51.3281","8.0037","Calopezzati","Italien","Europa","2009","p","47.928974","16.203671"
"Sundhagen","18510","Mecklenburg-Vorpommern","54.186435","13.024252","Staffanstorp","Schweden","Europa","2000","k","55.6428","13.2064"
"Süpplingen","38373","Niedersachsen","52.225475","10.909867","Noyant-la-Gravoyere","Frankreich","Europa","2000","p","47.7035","-0.9573"
"Süsel","23701","Schleswig-Holstein","54.119332","10.640568","Rudbjerg","Dänemark","Europa","1980","p","47.928974","16.203671"
"Süßen","73079","Baden-Württemberg","48.670598","9.736727","Törökbálint (Großturwall)","Ungarn","Europa","1990","p","47.928974","16.203671"
"Swisttal","53913","Nordrhein-Westfalen","50.7","6.9167","Quesnoy-sur-Deule","Frankreich","Europa","1990","k","50.7136","3"
"Syke","28857","Niedersachsen","52.9038","8.8555","La Chartre-su-le-Loir","Frankreich","Europa","1973","p","49.5814923","0.2940734"
"Syke","28857","Niedersachsen","52.9038","8.8555","Wabrzezno","Polen","Europa","2006","p","-9.687","124.4804"
"Sylt","25980","Schleswig-Holstein","54.8833","8.35","Le Castellet","Frankreich","Europa","1987","k","43.2028","5.7764"
"Tabarz/Thür. Wald","99891","Thüringen","","","Vrigne-aux-Bois","Frankreich","Europa","1991","p","49.7375","4.8558"
"Tabarz/Thür. Wald","99891","Thüringen","","","Kecel","Ungarn","Europa","1986","f","46.5253","19.2519"
"Talheim","74388","Baden-Württemberg","49.0833","9.1931","Soultzmatt","Frankreich","Europa","1965","p","47.9619","7.2376"
"Tambach-Dietharz/Thür. Wald","99897","Thüringen","","","Vivier-au-Court","Frankreich","Europa","1972","p","49.7333","4.8294"
"Tamm","71732","Baden-Württemberg","48.9199","9.116","Althofen","Österreich","Europa","1984","p","46.8818","14.4675"
"Tangermünde","39590","Sachsen-Anhalt","52.575321","11.9429","Wissembourg","Frankreich","Europa","1992","p","49.0375","7.9461"
"Tangermünde","39590","Sachsen-Anhalt","52.575321","11.9429","Tavarnelle","Italien","Europa","2000","k","47.928974","16.203671"
"Tauberbischofsheim","97941","Baden-Württemberg","49.6247","9.6628","Vitry-le-Francois","Frankreich","Europa","1966","p","48.7247","4.5844"
"Taucha","4425","Sachsen","51.3833","12.4833","Chadrac","Frankreich","Europa","1992","p","45.0618","3.9026"
"Taucha","4425","Sachsen","51.3833","12.4833","Espaly Saint-Marcel","Frankreich","Europa","1992","p","45.0461","3.8594"
"Taufkirchen","82024","Bayern","48.0432","11.6191","Mevlan","Frankreich","Europa","1978","p","47.928974","16.203671"
"Taunusstein","65232","Hessen","50.1499","8.1521","Caldes de Montbui","Spanien","Europa","1989","p","41.6506","2.1493"
"Taunusstein","65232","Hessen","50.1499","8.1521","Herblay","Frankreich","Europa","1973","p","48.9903","2.1656"
"Taunusstein","65232","Hessen","50.1499","8.1521","Yeovil","Großbritannien","Europa","1987","p","50.931629","-2.631156"
"Tecklenburg","49545","Nordrhein-Westfalen","52.221","7.8045","Chalonnes-sur-Loire","Frankreich","Europa","1982","p","47.3506","-0.7639"
"Teisendorf","83317","Bayern","47.8492","12.8192","Genoùillac-Betete","Frankreich","Europa","1972","p","46.3593","2.0774"
"Telgte","48291","Nordrhein-Westfalen","51.9861","7.7814","Polanica Zdroj (Bad Altheide)","Polen","Europa","1995","p","50.3988","16.4994"
"Telgte","48291","Nordrhein-Westfalen","51.9861","7.7814","Stupino","Rußland","Europa","1995","p","54.9167","38.0833"
"Telgte","48291","Nordrhein-Westfalen","51.9861","7.7814","Tomball (Texas)","USA","Amerika","2000","p","30.0972","-95.616"
"Teltow","14513","Brandenburg","52.4031","13.2601","Sagan (Zagan)","Polen","Europa","2006","p","-9.687","124.4804"
"Teltow","14513","Brandenburg","52.4031","13.2601","Gonfreville l´Orcher","Frankreich","Europa","1999","p","49.5053","0.2331"
