"gemeindename","plz","bundesland","latitude","longitude","partnergemeinde","land","kontinent","seit","form","latitude_partner","longitude_partner"
"Fehmarn","23769","Schleswig-Holstein","54.4477","11.1807","Rødby","Dänemark","Europa","1964","p","47.928974","16.203671"
"Feldberg (Schwarzwald)","79868","Baden-Württemberg","47.8667","8.0667","Haute Savoie","Frankreich","Europa","1985","p","46.074606","6.348931"
"Feldberg (Schwarzwald)","79868","Baden-Württemberg","47.8667","8.0667","La Clusaz","Frankreich","Europa","1985","p","45.9061","6.4257"
"Feldkirchen","85622","Bayern","48.1481","11.731","Bisignano","Italien","Europa","2005","p","47.928974","16.203671"
"Feldkirchen-Westerham","83620","Bayern","47.9","11.85","Jallais","Frankreich","Europa","1984","p","47.1969","-0.8674"
"Feldkirchen-Westerham","83620","Bayern","47.9","11.85","Jenesien","Italien","Europa","1990","p","47.928974","16.203671"
"Fell","54341","Rheinland-Pfalz","49.7667","6.7833","Champs-sur-Yonne","Frankreich","Europa","1994","p","47.7369","3.6017"
"Fellbach","70734","Baden-Württemberg","48.8091","9.277","Tain-l`Hermitage","Frankreich","Europa","1964","p","45.0706","4.8425"
"Fellbach","70734","Baden-Württemberg","48.8091","9.277","Tournou-sur-Rhone","Frankreich","Europa","1973","p","45.9116613","5.8383299"
"Fellbach","70734","Baden-Württemberg","48.8091","9.277","Pécs (Fünfkirchen)","Ungarn","Europa","1986","p","47.928974","16.203671"
"Fellbach","70734","Baden-Württemberg","48.8091","9.277","Erba","Italien","Europa","1978","p","45.816975","9.21701"
"Fellbach","70734","Baden-Württemberg","48.8091","9.277","Suhareke","Kosovo","Europa","2000","f","42.363792","20.84983"
"Fellheim","87748","Bayern","48.077169","10.15338","Lippo (Lippau)","Ungarn","Europa","2000","k","45.8628","18.57"
"Felsberg","34587","Hessen","51.1348","9.4255","Felsberg","Schweiz","Europa","2000","k","51.1348","9.4255"
"Felsberg","34587","Hessen","51.1348","9.4255","Vernouillet","Frankreich","Europa","1982","p","48.7208","1.3606"
"Felsberg","34587","Hessen","51.1348","9.4255","Cheddar","Großbritannien","Europa","1986","p","51.29274","-2.766174"
"Feucht","90537","Bayern","49.376","11.2143","Leutschach","Österreich","Europa","1985","p","46.6682","15.4669"
"Feuchtwangen","91555","Bayern","49.1678","10.3312","Morhange","Frankreich","Europa","1968","p","48.923","6.6418"
"Feuchtwangen","91555","Bayern","49.1678","10.3312","Lana","Italien","Europa","1967","f","46.612873","11.149093"
"Feuchtwangen","91555","Bayern","49.1678","10.3312","Jingjiang","China","Asien","2004","k","36.894361","98.604453"
"Fichtenberg","74427","Baden-Württemberg","48.986","9.712","Proszowice","Polen","Europa","2000","k","-9.687","124.4804"
"Filderstadt","70794","Baden-Württemberg","48.657","9.2205","Dombasle","Frankreich","Europa","1972","p","47.928974","16.203671"
"Filderstadt","70794","Baden-Württemberg","48.657","9.2205","La Souterraine","Frankreich","Europa","1972","p","46.2381","1.4856"
"Filderstadt","70794","Baden-Württemberg","48.657","9.2205","Poltawa","Ukraine","Europa","1988","p","49.5937","34.5407"
"Filderstadt","70794","Baden-Württemberg","48.657","9.2205","Selby","Großbritannien","Europa","2002","p","53.779234","-1.076733"
"Finnentrop","57413","Nordrhein-Westfalen","51.1667","7.9667","Diksmuide","Belgien","Europa","1979","p","51.035296","2.833066"
"Finsterwalde","3238","Brandenburg","51.6276","13.7151","Nordborg","Dänemark","Europa","2000","k","47.928974","16.203671"
"Finsterwalde","3238","Brandenburg","51.6276","13.7151","Montataire","Frankreich","Europa","1962","p","49.259","2.4378"
"Finsterwalde","3238","Brandenburg","51.6276","13.7151","Finsterwolde","Niederlande","Europa","2000","k","53.215","7.1347"
"Fischach","86850","Bayern","48.2905","10.6559","Vimy","Frankreich","Europa","1975","p","50.373","2.8115"
"Flachslanden","91604","Bayern","49.3984","10.5132","Sauviat","Frankreich","Europa","2000","k","45.7154","3.535"
"Fladungen","97650","Bayern","50.5205","10.1458","Köo","Estland","Europa","1996","p","37.944093","32.435646"
"Fladungen","97650","Bayern","50.5205","10.1458","Köyliö","Finnland","Europa","1996","p","47.928974","16.203671"
"Fladungen","97650","Bayern","50.5205","10.1458","Nora","Schweden","Europa","1996","p","59.5375","14.9258"
"Fleckeby","24357","Schleswig-Holstein","54.4833","9.7","Hall (Steiermark)","Österreich","Europa","1982","p","47.6176","14.446"
"Flensburg","24937","Schleswig-Holstein","54.7843","9.4396","Fredericia","Dänemark","Europa","1971","k","55.6","9.7167"
"Flensburg","24937","Schleswig-Holstein","54.7843","9.4396","Carlisle","Großbritannien","Europa","1961","p","54.900604","-2.936982"
"Flensburg","24937","Schleswig-Holstein","54.7843","9.4396","Ashdod","Israel","Asien","1980","f","31.798734","34.646493"
"Flensburg","24937","Schleswig-Holstein","54.7843","9.4396","Slupsk (Stolp/Pom.)","Polen","Europa","1988","p","",""
"Flintbek","24220","Schleswig-Holstein","54.25","10.0667","Roma d`Ezzeline","Italien","Europa","1985","p","45.938307","24.3048"
"Floh-Seligenthal","98593","Thüringen","50.76","10.4867","Chateauneuf en Thymerias","Frankreich","Europa","1996","f","39.5407","39.074065"
"Flöha","9557","Sachsen","50.855089","13.066431","Sokolov (Falkenau)","Tschech. Republik","Europa","2000","k","50.1813","12.6401"
"Flonheim","55237","Rheinland-Pfalz","49.785","8.04","Villenauxe","Frankreich","Europa","1975","p","47.928974","16.203671"
"Flörsheim am Main","65439","Hessen","50.056913","8.514663","Pérols","Frankreich","Europa","1992","p","47.928974","16.203671"
"Flörsheim am Main","65439","Hessen","50.056913","8.514663","Güzelbahce","Türkei","Europa","2011","p","49.13439","-123.12821"
"Flörsheim am Main","65439","Hessen","50.056913","8.514663","Pyskowice","Polen","Europa","2005","p","-9.687","124.4804"
"Flörsheim-Dalsheim","67592","Rheinland-Pfalz","49.6616","8.204579","Garons","Frankreich","Europa","2013","p","43.7683","4.4283"
"Florstadt","61197","Hessen","50.3287","8.9166","Staden","Belgien","Europa","2004","p","50.983602","3.000633"
"Florstadt","61197","Hessen","50.3287","8.9166","Jaabeck","Niederlande","Europa","1980","f","47.928974","16.203671"
"Florstadt","61197","Hessen","50.3287","8.9166","Izbicko","Polen","Europa","2003","p","-9.687","124.4804"
"Florstadt","61197","Hessen","50.3287","8.9166","Pléneufs-Val-André","Frankreich","Europa","2007","p","49.4936","-2.5283"
"Flotwedel (Samtgemeinde)","29342","Niedersachsen","52.578117","10.210971","Rakoniewice b. Posen","Polen","Europa","1998","f","52.4062","16.9234"
"Flotwedel (Samtgemeinde)","29342","Niedersachsen","52.578117","10.210971","Stövring","Dänemark","Europa","1997","f","47.928974","16.203671"
"Fluorn-Winzeln","78737","Baden-Württemberg","48.2917","8.4917","Schönau","Österreich","Europa","1982","p","50.979322","12.185405"
"Föhren","54343","Rheinland-Pfalz","49.864497","6.765908","Monéteau","Frankreich","Europa","1992","p","47.4858","1.1133"
"Forbach","76596","Baden-Württemberg","48.6833","8.35","Andilly","Frankreich","Europa","1963","p","49.0093","2.3024"
"Forchheim","91301","Bayern","49.7175","11.0588","Roppen","Österreich","Europa","1987","f","47.1919","10.8204"
"Forchheim","91301","Bayern","49.7175","11.0588","Braunau","Tschech. Republik","Europa","1955","k","47.928974","16.203671"
"Forchheim","91301","Bayern","49.7175","11.0588","Le Perreux","Frankreich","Europa","1974","p","46.8132693","3.6312055"
"Forchheim","91301","Bayern","49.7175","11.0588","Rovereto","Italien","Europa","1989","p","45.883974","11.037173"
"Forchheim","79362","Baden-Württemberg","48.1667","7.7","Colonia Tovar","Venezuela","Amerika","1967","k","10.400026","-67.305371"
"Forchheim (Kreis) (Forchheim, Stadt)","91301","Bayern","1.288011","103.852371","Biscarrosse","Frankreich","Europa","1975","p","48.913129","12.041375"
"Forchheim (Kreis) (Forchheim, Stadt)","91301","Bayern","1.288011","103.852371","Distrikt Stirling","Großbritannien","Europa","1981","p","48.913129","12.041375"
"Forst (Lausitz)","3149","Brandenburg","51.7354","14.6397","Loches","Frankreich","Europa","2000","k","47.1286","0.9953"
"Forst (Lausitz)","3149","Brandenburg","51.7354","14.6397","Brody (Pförten)","Polen","Europa","2000","k","-9.687","124.4804"
"Forst (Lausitz)","3149","Brandenburg","51.7354","14.6397","Lubsko (Sommerfeld N.L.)","Polen","Europa","2000","p","53.558475","-0.498259"
"Frammersbach","97833","Bayern","50.0647","9.4689","Orbec","Frankreich","Europa","1987","p","49.0221","0.4076"
"Frankenau","35110","Hessen","51.1","8.9333","Die/Drome","Frankreich","Europa","1992","p","",""
"Frankenberg","9669","Sachsen","50.91833","13.091825","Sachsenburg","Österreich","Europa","1993","p","46.8217","13.3057"
"Frankenberg (Eder)","35066","Hessen","51.0584","8.7833","Seekirchen","Österreich","Europa","1968","p","47.928974","16.203671"
"Frankenberg (Eder)","35066","Hessen","51.0584","8.7833","Kanton Brou","Frankreich","Europa","1967","p","51.0610861","8.8012449"
"Frankenberg (Eder)","35066","Hessen","51.0584","8.7833","Manningtree","Großbritannien","Europa","1970","p","51.941035","1.059272"
"Frankenberg (Eder)","35066","Hessen","51.0584","8.7833","Brou","Frankreich","Europa","1967","p","53.747398","-0.563017"
"Frankeneck","67468","Rheinland-Pfalz","49.3764","8.0486","Thuit Anger","Frankreich","Europa","1968","p","49.2725","0.9672"
"Frankeneck","67468","Rheinland-Pfalz","49.3764","8.0486","Thuit Signol","Frankreich","Europa","1968","p","49.2649","0.9391"
"Frankeneck","67468","Rheinland-Pfalz","49.3764","8.0486","Thuit Simer","Frankreich","Europa","1968","p","49.2686","0.911"
"Frankeneck","67468","Rheinland-Pfalz","49.3764","8.0486","Tenbury Wells","Großbritannien","Europa","1966","p","44.2308835","0.6713842"
"Frankenthal (Pfalz)","67227","Rheinland-Pfalz","49.5341","8.3536","Colombes","Frankreich","Europa","1958","p","48.9236","2.2522"
"Frankenthal (Pfalz)","67227","Rheinland-Pfalz","49.5341","8.3536","Sopot (Zoppot/Pom.)","Polen","Europa","1991","p","",""
"Frankenthal (Pfalz)","67227","Rheinland-Pfalz","49.5341","8.3536","Puschkin","Rußland","Europa","2000","k","59.6951","30.418"
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Nimes","Frankreich","Europa","1976","p","43.8333","4.35"
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Vantaa","Finnland","Europa","1987","p","60.3037","24.9588"
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Kadima","Israel","Asien","1997","p","31.386006","34.632182"
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Gorzów (Landsberg/Warthe)","Polen","Europa","1975","p","",""
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Slubice (Frankfurt/Oder)","Polen","Europa","1975","p","",""
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Witebsk","Belarus","Europa","1991","p","53.712624","28.039305"
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Yuma","USA","Amerika","1997","p","32.6627","-114.5475"
"Frankfurt (Oder)","15230","Brandenburg","52.3622","14.5349","Slubice, Landkreis","Polen","Europa","2005","p","-9.687","124.4804"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Toronto","Kanada","Amerika","1989","f","43.7023","-79.3574"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Praha (Prag)","Tschech. Republik","Europa","1990","p","50.0679","14.4612"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Kairo","Ägypten","Afrika","1979","f","35.56916","9.847214"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Deuil-la Barre","Frankreich","Europa","1967","p","48.975","2.3286"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Lyon","Frankreich","Europa","1960","p","45.7542","4.8309"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Birmingham","Großbritannien","Europa","1966","p","52.46007","-1.892374"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Budapest","Ungarn","Europa","1990","p","47.477345","19.141151"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Mailand","Italien","Europa","1970","p","47.928974","16.203671"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Tel Aviv","Israel","Asien","1980","f","32.066519","34.7878"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Granada","Nicaragua","Amerika","1991","p","11.937058","-85.94295"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Kraków (Krakau)","Polen","Europa","1991","p","50.0469","20.0048"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Guangzhou","China","Asien","1988","p","36.894361","98.604453"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Dubai","Vereinigte Arabische Emirate","Afrika","2005","f","25.153598","55.276245"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Shenzhen","China","Asien","2006","k","22.568479","114.022973"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Tianjin","China","Asien","2007","k","39.413189","117.354616"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Peking","China","Asien","2007","k","44.478538","-69.516752"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Moskau","Rußland","Europa","2001","k","55.7617","37.6067"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Yokohama","Japan","Asien","2011","f","35.43333333","139.6333333"
"Frankfurt am Main","60311","Hessen","50.1103","8.6718","Eskisehir","Türkei","Europa","2013","p","39.765707","30.511397"
"Fränkisch-Crumbach","64407","Hessen","49.745319","8.846394","Eben-Maurach","Österreich","Europa","1985","k","51.369405","-102.447665"
"Frauenau","94258","Bayern","48.9889","13.3007","Novy Bor (Haida)","Tschech. Republik","Europa","2000","k","50.7576","14.5555"
"Frauenau","94258","Bayern","48.9889","13.3007","Leerdam","Niederlande","Europa","2000","k","51.8902582","5.0805946"
"Frauensee","36460","Thüringen","50.876222","10.107831","Genas","Frankreich","Europa","2000","k","45.7314","5.0022"
"Frauenwald","98711","Thüringen","50.5833","10.85","Villebon","Frankreich","Europa","1990","p","48.3921","1.2077"
"Frechen","50226","Nordrhein-Westfalen","50.9148","6.8118","Kapfenberg","Österreich","Europa","1956","p","47.4439786","15.2915508"
"Freckenfeld","76872","Rheinland-Pfalz","49.065","8.1139","Telfes","Österreich","Europa","1989","p","47.928974","16.203671"
"Fredersdorf-Vogelsdorf","15370","Brandenburg","52.5227","13.7538","Marquette-Lez-Lille","Frankreich","Europa","2000","p","50.6763","3.0661"
"Freiberg","9599","Sachsen","50.9109","13.3388","Gentilly","Frankreich","Europa","1966","p","48.8133","2.3444"
"Freiberg","9599","Sachsen","50.9109","13.3388","Ness-Ziona","Israel","Asien","1996","p","51.1463961","7.0153432"
"Freiberg","9599","Sachsen","50.9109","13.3388","Delft","Niederlande","Europa","1986","p","51.9873869","4.3488023"
"Freiberg (Kreis) (Freiberg, Stadt)","9599","Sachsen","1.288011","103.852371","Okres Teplicé (Kreis Teplitz)","Tschech. Republik","Europa","2000","p","50.9453","13.7551"
"Freiberg am Neckar","71691","Baden-Württemberg","48.932","9.2024","Soisy-sous-Montmorency","Frankreich","Europa","1984","p","48.9881","2.3016"
"Freiberg am Neckar","71691","Baden-Württemberg","48.932","9.2024","Erzin","Türkei","Europa","1996","p","39.5407","39.074065"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Innsbruck","Österreich","Europa","1963","p","47.2714472","11.3956153"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Granada","Spanien","Europa","1991","p","37.1408443","-3.6254193"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Besançon","Frankreich","Europa","1959","p","47.928974","16.203671"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Guildford","Großbritannien","Europa","1979","p","51.241579","-0.569846"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Padua","Italien","Europa","1967","p","45.40785","11.883483"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Matsuyama","Japan","Asien","1989","p","33.83333333","132.75"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Wiwili","Nicaragua","Amerika","1988","f","12.848333","-85.560904"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Lviv (Lemberg)","Ukraine","Europa","1990","p","49.8383","24.0232"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Madison","USA","Amerika","1987","p","43.073","-89.4012"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Isfahan","Iran","Asien","2000","p","32.424246","54.129673"
"Freiburg im Breisgau","79098","Baden-Württemberg","47.9942","7.847","Tel Aviv","Israel","Asien","2008","k","32.066519","34.7878"
"Freigericht","63579","Hessen","50.1454","9.1195","Gumpoldskirchen","Österreich","Europa","1976","k","48.0454","16.2771"
"Freigericht","63579","Hessen","50.1454","9.1195","Vorderberg","Österreich","Europa","1976","k","47.928974","16.203671"
"Freigericht","63579","Hessen","50.1454","9.1195","Haguenau","Frankreich","Europa","1983","k","48.8156","7.7905"
"Freigericht","63579","Hessen","50.1454","9.1195","Saint Quentin-Fallavier","Frankreich","Europa","1971","p","45.639007","5.102949"
"Freigericht","63579","Hessen","50.1454","9.1195","Verdun surle Daubs","Frankreich","Europa","1982","k","49.1597","5.3828"
"Freigericht","63579","Hessen","50.1454","9.1195","Hajduszoboslo","Ungarn","Europa","1981","k","47.928974","16.203671"
"Freigericht","63579","Hessen","50.1454","9.1195","Bergen","Norwegen","Europa","1974","k","60.392","5.328"
"Freigericht","63579","Hessen","50.1454","9.1195","Haelen","Niederlande","Europa","1961","k","51.2358","5.9569"
"Freigericht","63579","Hessen","50.1454","9.1195","Heldenspanningen","Niederlande","Europa","1969","k","47.928974","16.203671"
"Freigericht","63579","Hessen","50.1454","9.1195","Maasbracht","Niederlande","Europa","1964","k","51.1393","5.8863"
"Freigericht","63579","Hessen","50.1454","9.1195","Gallicano nel Lazio","Italien","Europa","2001","f","41.884069","12.825142"
"Freinsheim","67251","Rheinland-Pfalz","49.5065","8.2119","Marcigny","Frankreich","Europa","1974","p","46.2763","4.0396"
"Freisen","66629","Saarland","49.55","7.25","Mutzig","Frankreich","Europa","1990","p","48.5386","7.4542"
"Freising","85354","Bayern","48.3938","11.7331","Maria Wörth","Österreich","Europa","1978","f","9.1983","123.6544"
"Freising","85354","Bayern","48.3938","11.7331","Marktgemeinde Obervellach","Österreich","Europa","1962","p","46.9331","13.1974"
"Freising","85354","Bayern","48.3938","11.7331","Waidhofen a.d. Ybbs","Österreich","Europa","1982","k","37.822782","38.247238"
"Freising","85354","Bayern","48.3938","11.7331","Innichen (San Candido)","Italien","Europa","1972","k","46.727801","12.2876"
"Freising","85354","Bayern","48.3938","11.7331","Welfang","China","Asien","1987","p","36.894361","98.604453"
"Freising (Kreis) (Freising, Stadt)","85356","Bayern","1.288011","103.852371","Weifang","China","Asien","2000","p","36.894361","98.604453"
"Freital","1705","Sachsen","51.0017","13.6488","Marianske Lazne (Marienbad)","Tschech. Republik","Europa","1987","k","49.9761","12.706"
"Freital","1705","Sachsen","51.0017","13.6488","Vsetin (Wsetin)","Tschech. Republik","Europa","1987","p","49.3406","17.9952"
"Freital","1705","Sachsen","51.0017","13.6488","Longwy","Frankreich","Europa","1980","p","49.5194","5.7688"
"Freital","1705","Sachsen","51.0017","13.6488","Milicz (Militsch N.S.)","Polen","Europa","1987","f","-32.827053","146.345033"
"Freren","49832","Niedersachsen","52.4833","7.55","Gribowa","Ukraine","Europa","2000","k","48.384958","33.901995"
"Freren (Samtgemeinde)","49832","Niedersachsen","52.464093","7.505857","Gribowa","Ukraine","Europa","2000","k","48.384958","33.901995"
"Freudenberg","97896","Baden-Württemberg","49.745","9.3292","Saint Arnoult en Yvelines","Frankreich","Europa","1993","p","48.5711","1.9395"
"Freudenberg","57258","Nordrhein-Westfalen","50.8934","7.8856","Mór","Ungarn","Europa","1990","p","37.34701","40.852888"
"Freudenburg","54450","Rheinland-Pfalz","49.55","6.5333","Appoigny","Frankreich","Europa","1986","p","47.8747","3.5252"
"Freudenburg","54450","Rheinland-Pfalz","49.55","6.5333","Pembroke","Großbritannien","Europa","1976","k","42.0715","-70.8092"
"Freudenstadt","72250","Baden-Württemberg","48.4669","8.4137","Courbevoie","Frankreich","Europa","1961","p","48.8967","2.2567"
"Freudenstadt","72250","Baden-Württemberg","48.4669","8.4137","Männedorf","Schweiz","Europa","1960","p","47.928974","16.203671"
"Freudenstadt","72250","Baden-Württemberg","48.4669","8.4137","Sadanski","Bulgarien","Europa","2009","p","47.928974","16.203671"
"Freyung","94078","Bayern","48.8154","13.548","Seewalchen am Attersee","Österreich","Europa","1989","p","47.9543","13.5669"
"Freyung-Grafenau (Kreis) (Freyung, Stadt)","94078","Bayern","48.8154","13.548","Okresni Prachatice (Krs. Prachatitz)","Tschech. Republik","Europa","2000","k","48.5631702","11.2782648"
"Frickingen","88699","Baden-Württemberg","47.8167","9.2667","Frick","Schweiz","Europa","1989","p","47.505317","8.025452"
"Fridingen an der Donau","78567","Baden-Württemberg","48.0203","8.9333","Nanteuil-les-Mecurx","Frankreich","Europa","1987","p","-29.627433","28.171123"
"Fridolfing","83413","Bayern","47.9976","12.8253","St. Pantaleon","Österreich","Europa","1982","p","47.4723","7.69754"
"Friedberg","86316","Bayern","48.3598","10.9879","Friedberg","Österreich","Europa","1966","p","48.3598","10.9879"
"Friedberg","86316","Bayern","48.3598","10.9879","Frymburk (Hohenfurth)","Tschech. Republik","Europa","1989","k","48.6609","14.1656"
"Friedberg","86316","Bayern","48.3598","10.9879","Bressuire","Frankreich","Europa","1992","p","46.85","-0.4833"
"Friedberg","86316","Bayern","48.3598","10.9879","Chippenham","Großbritannien","Europa","1992","p","51.456615","-2.121138"
"Friedberg","86316","Bayern","48.3598","10.9879","Völs am Schlern","Italien","Europa","1964","p","33.59102","-117.68079"
"Friedberg","86316","Bayern","48.3598","10.9879","La Crosse","USA","Amerika","2002","p","43.8014","-91.2396"
"Friedberg (Hessen)","61169","Hessen","50.3374","8.7559","Villiers-sur-Marne","Frankreich","Europa","1965","p","48.8275","2.5447"
"Friedberg (Hessen)","61169","Hessen","50.3374","8.7559","Bishop's Stortford","Großbritannien","Europa","1965","p","",""
"Friedberg (Hessen)","61169","Hessen","50.3374","8.7559","Galway","Irland","Europa","1985","k","53.266728","-9.081155"
"Friedland","17098","Mecklenburg-Vorpommern","53.6703","13.554","Frydland (Friedland)","Tschech. Republik","Europa","2000","k","51.4167","9.9333"
"Friedland","17098","Mecklenburg-Vorpommern","53.6703","13.554","Frydland nad Ostravici (Friedland a.d. Ostrowitza)","Tschech. Republik","Europa","2000","k","37.822782","38.247238"
"Friedland","37133","Niedersachsen","51.4167","9.9333","Houdon","Frankreich","Europa","1973","p","47.928974","16.203671"
"Friedland","17098","Mecklenburg-Vorpommern","53.6703","13.554","Korfantów (Friedland)","Polen","Europa","2000","k","-9.687","124.4804"
"Friedland","17098","Mecklenburg-Vorpommern","53.6703","13.554","Mieroszów (Friedland)","Polen","Europa","2000","k","-9.687","124.4804"
"Friedland","17098","Mecklenburg-Vorpommern","53.6703","13.554","Prardinsk","Rußland","Europa","2000","k","47.928974","16.203671"
"Friedrichroda","99894","Thüringen","50.8594","10.5721","Nouvion sur Meuse","Frankreich","Europa","1990","p","49.7","4.795"
"Friedrichroda","99894","Thüringen","50.8594","10.5721","Monthermé","Frankreich","Europa","1965","p","49.8856","4.7314"
"Friedrichsdorf","61381","Hessen","50.2496","8.6428","Bad Wimsbach-Neydharting","Österreich","Europa","1968","p","48.0484","13.8928"
"Friedrichsdorf","61381","Hessen","50.2496","8.6428","Houilles","Frankreich","Europa","1973","p","48.9256","2.1883"
"Friedrichsdorf","61381","Hessen","50.2496","8.6428","Chesham","Großbritannien","Europa","1980","p","51.713934","-0.60261"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Sarajevo","Bosnien-Herzegowina","Europa","1972","p","43.860586","18.418596"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Saint-Dié-de-Vosges","Frankreich","Europa","1973","p","50.657794","6.787458"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Kestztely","Ungarn","Europa","2000","k","47.928974","16.203671"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Tsuchiura","Japan","Asien","1991","f","36.06666667","140.1833333"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Peoria","USA","Amerika","1976","p","40.6936","-89.589"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Polozk","Rußland","Europa","1990","p","47.928974","16.203671"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Nanjing","China","Asien","2006","k","32.07741","118.823966"
"Friedrichshafen","88045","Baden-Württemberg","47.6569","9.4755","Imperia","Italien","Europa","2009","f","43.960479","7.861133"
"Friedrichstadt","25840","Schleswig-Holstein","54.3757","9.0867","Skjern","Dänemark","Europa","1993","p","47.928974","16.203671"
"Friedrichstadt","25840","Schleswig-Holstein","54.3757","9.0867","Doesburg","Niederlande","Europa","1972","p","52.0125","6.1389"
"Friedrichsthal","66299","Saarland","49.3279","7.0962","Bekren lès Forbach","Frankreich","Europa","2000","k","-15.302114","29.319797"
"Friesenheim","77948","Baden-Württemberg","48.3667","7.8833","Tavaux","Frankreich","Europa","1991","p","47.0338","5.405"
"Friesenried","87654","Bayern","47.8667","10.5333","North Walsham","Großbritannien","Europa","1991","p","52.821592","1.37534"
"Frittlingen","78665","Baden-Württemberg","48.1271","8.7077","B¢rkop","Dänemark","Europa","1979","k","47.928974","16.203671"
"Frittlingen","78665","Baden-Württemberg","48.1271","8.7077","Pentalofos","Griechenland","Europa","1985","k","40.205631","21.14144"
"Fritzlar","34560","Hessen","51.1318","9.2756","Burnham-on-Sea","Großbritannien","Europa","1989","p","51.266586","-3.030371"
"Fritzlar","34560","Hessen","51.1318","9.2756","Casina","Italien","Europa","2000","p","47.928974","16.203671"
"Fröndenberg/Ruhr","58730","Nordrhein-Westfalen","","","Bruay-La-Buissière","Frankreich","Europa","1964","p","54.048024","-2.821343"
"Fröndenberg/Ruhr","58730","Nordrhein-Westfalen","","","Winschoten","Niederlande","Europa","1989","p","53.1442","7.0347"
"Fronreute","88273","Baden-Württemberg","47.8667","9.5833","Tarnowo Podgorne (Schlehen)","Polen","Europa","1995","p","52.4492","16.6792"
"Fuchsmühl","95689","Bayern","49.91995","12.132155","St. Leonhard","Italien","Europa","1988","p","48.5566137","13.8911715"
"Fulda","36037","Hessen","50.5516","9.6752","Litomerice (Leitmeritz)","Tschech. Republik","Europa","1965","k","50.5339","14.1312"
"Fulda","36037","Hessen","50.5516","9.6752","Arles","Frankreich","Europa","1964","p","52.003587","-0.258703"
"Fulda","36037","Hessen","50.5516","9.6752","Cheshire County","Großbritannien","Europa","1952","k","43.311151","-72.193259"
"Fulda","36037","Hessen","50.5516","9.6752","Crediton","Großbritannien","Europa","1954","k","50.783689","-3.661449"
"Fulda","36037","Hessen","50.5516","9.6752","Como","Italien","Europa","1960","p","45.936469","9.145249"
"Fulda","36037","Hessen","50.5516","9.6752","Dokkum","Niederlande","Europa","2013","p","53.3222","5.997"
"Fulda","36037","Hessen","50.5516","9.6752","Glogówek (Oberglogau)","Polen","Europa","1955","k","-9.687","124.4804"
"Fulda","36037","Hessen","50.5516","9.6752","Sergiew Posad","Rußland","Europa","1991","p","40.621044","9.740093"
"Fulda","36037","Hessen","50.5516","9.6752","Wilmington","USA","Amerika","1997","p","34.2257","-77.9447"
"Fulda (Kreis) (Fulda, Stadt)","36006","Hessen","1.288011","103.852371","Leitmeritz","Tschech. Republik","Europa","2000","p","51.2231249","9.3888197"
