municipality,plz,bundesland,state,latitude,longitude,municipality_place_name,partnergemeinde,land,country,kontinent,continent,seit,form,partner_latitude,partner_longitude,partner_place_name
Trier-Saarburg (Kreis),54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Kibuye,Ruanda,Rwanda,Afrika,Africa,2002,p,-2.058720,29.351928,"Kibuye, Western, Rwanda"
Trier-Saarburg (Kreis),54290,Rheinland-Pfalz,Rheinland-Pfalz,49.755600,6.639300,"Trier, 54290, Rheinland-Pfalz, Germany",Puck,Polen,Poland,Europa,Europe,2001,p,54.714200,18.405100,"Puck, Pomorskie, Poland"
Trinwillershagen,18320,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,54.250000,12.633300,"Trinwillershagen, 18320, Mecklenburg-Vorpommern, Germany",Nemcice n. H.,Tschech. Republik,Czech Republic,Europa,Europe,1992,p,49.031800,14.271300,"Němčice, Jihočeský, Czech Republic"
Triptis,7819,Thüringen,Thuringia,50.735700,11.870100,"Triptis, 07819, Thüringen, Germany",Quessy,Frankreich,France,Europa,Europe,1991,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Trittau,22946,Schleswig-Holstein,Schleswig-Holstein,53.615700,10.406500,"Trittau, 22946, Schleswig-Holstein, Germany",Wieliszew,Polen,Poland,Europa,Europe,2011,p,52.449900,20.881800,"Wieliszew, Mazowieckie, Poland"
Trittau,22946,Schleswig-Holstein,Schleswig-Holstein,53.615700,10.406500,"Trittau, 22946, Schleswig-Holstein, Germany",District du Loroux,Frankreich,France,Europa,Europe,1971,p,47.261372,-1.342986,"Route du Loroux, La Chapelle-Basse-Mer, 44450, Loire-Atlantique, France"
Trittau,22946,Schleswig-Holstein,Schleswig-Holstein,53.615700,10.406500,"Trittau, 22946, Schleswig-Holstein, Germany",Skovbo,Dänemark,Denmark,Europa,Europe,1984,p,55.939705,9.318333,Denmark
Trittau,22946,Schleswig-Holstein,Schleswig-Holstein,53.615700,10.406500,"Trittau, 22946, Schleswig-Holstein, Germany",Saarijärvi,Finnland,Finland,Europa,Europe,1982,p,64.782742,26.977793,Finland
Trochtelfingen,72818,Baden-Württemberg,Baden-Wurttemberg,48.308400,9.244900,"Trochtelfingen, 72818, Baden-Württemberg, Germany",Mariahalom,Ungarn,Hungary,Europa,Europe,2006,p,47.627800,18.708700,"Máriahalom, Komárom-Esztergom, Hungary"
Troisdorf,53840,Nordrhein-Westfalen,North Rhine-Westphalia,50.809000,7.149700,"Troisdorf, 53842, Nordrhein-Westfalen, Germany",Nantong,China,China,Asien,Asia,2004,p,36.894361,98.604453,China
Troisdorf,53840,Nordrhein-Westfalen,North Rhine-Westphalia,50.809000,7.149700,"Troisdorf, 53842, Nordrhein-Westfalen, Germany",Kerkyra,Griechenland,Greece,Europa,Europe,1996,p,39.630247,19.857009,"Kerkyra, ΙΟΝΙΑ ΝΗΣΙΑ, Greece"
Troisdorf,53840,Nordrhein-Westfalen,North Rhine-Westphalia,50.809000,7.149700,"Troisdorf, 53842, Nordrhein-Westfalen, Germany",Evry,Frankreich,France,Europa,Europe,1972,p,48.630032,2.443233,"Evry, 91000, Essonne, France"
Troisdorf,53840,Nordrhein-Westfalen,North Rhine-Westphalia,50.809000,7.149700,"Troisdorf, 53842, Nordrhein-Westfalen, Germany",Ozdere,Türkei,Turkey,Europa,Europe,2005,p,38.953745,35.493855,Turkey
Troisdorf,53840,Nordrhein-Westfalen,North Rhine-Westphalia,50.809000,7.149700,"Troisdorf, 53842, Nordrhein-Westfalen, Germany",Genk,Belgien,Belgium,Europa,Europe,1993,p,50.967399,5.492359,"Genk, Limburg, Belgium"
Troisdorf,53840,Nordrhein-Westfalen,North Rhine-Westphalia,50.809000,7.149700,"Troisdorf, 53842, Nordrhein-Westfalen, Germany",Redcar,Großbritannien,United Kingdom,Europa,Europe,1993,p,54.613361,-1.079628,"Redcar, TS10 1PB, Redcar and Cleveland, United Kingdom"
Trossingen,78647,Baden-Württemberg,Baden-Wurttemberg,48.076700,8.644100,"Trossingen, 78647, Baden-Württemberg, Germany",Windhuk,Namibia,Namibia,Afrika,Africa,2000,p,-22.965014,17.241159,Namibia
Trossingen,78647,Baden-Württemberg,Baden-Wurttemberg,48.076700,8.644100,"Trossingen, 78647, Baden-Württemberg, Germany",Beaverton,USA,United States,Amerika,America,1997,p,45.487100,-122.803700,"Beaverton, 97005, Oregon, United States"
Trossingen,78647,Baden-Württemberg,Baden-Wurttemberg,48.076700,8.644100,"Trossingen, 78647, Baden-Württemberg, Germany",Cluses,Frankreich,France,Europa,Europe,1972,p,46.060300,6.578600,"Cluses, 74300, Haute-Savoie, France"
Trostberg,83308,Bayern,Bavaria,48.028000,12.558000,"Trostberg, 83308, Bayern, Germany",Viareggio,Italien,Italy,Europa,Europe,1977,k,43.874879,10.246164,"Viareggio, LUCCA, Italy"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Moshi,Tansania,Tanzania,Afrika,Africa,2011,k,-3.342779,37.329261,"Moshi, Kilimanjaro, Tanzania"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Villa el Salvador,Peru,Peru,Amerika,America,1995,f,-12.219200,-76.945300,"Villa El Salvador, Lima Province, Peru"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Villa El Salvador,Peru,Peru,Amerika,America,2006,p,-12.219200,-76.945300,"Villa El Salvador, Lima Province, Peru"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Ann Arbor,USA,United States,Amerika,America,1965,p,42.277600,-83.740900,"Ann Arbor, 48109, Michigan, United States"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Perugia,Italien,Italy,Europa,Europe,1984,p,43.107316,12.406331,"PERUGIA, Italy"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Aix-en-Provence,Frankreich,France,Europa,Europe,1960,p,43.527800,5.445600,"Aix-en-Provence, 13100, Bouches-du-Rhône, France"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Monthey,Schweiz,Switzerland,Europa,Europe,1959,p,46.242277,6.949482,"Monthey, Switzerland"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Aigle (Vaud),Schweiz,Switzerland,Europa,Europe,1973,p,46.316401,6.963225,"Aigle, Switzerland"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Kilchberg,Schweiz,Switzerland,Europa,Europe,1981,p,47.331608,8.547634,"Kilchberg, Switzerland"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Kingersheim,Frankreich,France,Europa,Europe,1963,p,47.792600,7.334900,"Kingersheim, 68260, Haut-Rhin, France"
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",Petrosawodsk,Rußland,Russia,Europa,Europe,1990,p,59.452681,87.253449,Russia
Tübingen,72070,Baden-Württemberg,Baden-Wurttemberg,48.520494,9.026958,"72070, Baden-Württemberg, Germany",County Durham,Großbritannien,United Kingdom,Europa,Europe,1969,p,54.686533,-1.840925,"County Durham, United Kingdom"
Tuningen,78609,Baden-Württemberg,Baden-Wurttemberg,48.033300,8.600000,"Tuningen, 78609, Baden-Württemberg, Germany",Camogli,Italien,Italy,Europa,Europe,1998,p,44.336649,9.161654,"Camogli, GENOVA, Italy"
Türkenfeld,82299,Bayern,Bavaria,48.109357,11.093212,"82299, Bayern, Germany",Oberchaubing,Österreich,Austria,Europa,Europe,1990,p,47.695940,14.755756,Austria
Türkheim,86842,Bayern,Bavaria,48.056726,10.636796,"86842, Bayern, Germany",Vaskut (Waschkut),Ungarn,Hungary,Europa,Europe,1992,p,46.106200,18.987900,"Vaskút, Bács-Kiskun, Hungary"
Tussenhausen,86874,Bayern,Bavaria,48.102200,10.560700,"Tussenhausen, 86874, Bayern, Germany",Cossè-le-Vivien,Frankreich,France,Europa,Europe,1987,p,47.946000,-0.911800,"Cossé-le-Vivien, 53230, Mayenne, France"
Tuttlingen,78532,Baden-Württemberg,Baden-Wurttemberg,47.979600,8.807400,"Tuttlingen, 78532, Baden-Württemberg, Germany",Szentes,Ungarn,Hungary,Europa,Europe,2000,k,46.656300,20.272000,"Szentes, Csongrád, Hungary"
Tuttlingen,78532,Baden-Württemberg,Baden-Wurttemberg,47.979600,8.807400,"Tuttlingen, 78532, Baden-Württemberg, Germany",Dragnignan,Frankreich,France,Europa,Europe,1989,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Tuttlingen,78532,Baden-Württemberg,Baden-Wurttemberg,47.979600,8.807400,"Tuttlingen, 78532, Baden-Württemberg, Germany",Tychy (Tichau),Polen,Poland,Europa,Europe,2000,k,50.126400,19.008300,"Tychy, Śląskie, Poland"
Tuttlingen,78532,Baden-Württemberg,Baden-Wurttemberg,47.979600,8.807400,"Tuttlingen, 78532, Baden-Württemberg, Germany",Bex,Schweiz,Switzerland,Europa,Europe,1979,p,46.256203,7.109133,"Bex, Switzerland"
Tutzing,82327,Bayern,Bavaria,47.909400,11.280300,"Tutzing, 82327, Bayern, Germany",Bagneres de Bigorre,Frankreich,France,Europa,Europe,1976,p,43.064200,0.149700,"Bagnères-de-Bigorre, 65200, Hautes-Pyrénées, France"
Tutzing,82327,Bayern,Bavaria,47.909400,11.280300,"Tutzing, 82327, Bayern, Germany",Balatonkenese,Ungarn,Hungary,Europa,Europe,1992,p,47.040200,18.106700,"Balatonkenese, Veszprém, Hungary"
Twist,49767,Niedersachsen,Lower Saxony,52.656100,7.105700,"Twist, 49767, Niedersachsen, Germany",Schoonebeek,Niederlande,Netherlands,Europa,Europe,2000,k,52.662500,6.884700,"Schoonebeek, 7761, Drenthe, Netherlands"
Twistringen,27239,Niedersachsen,Lower Saxony,52.791200,8.636400,"Twistringen, 27239, Niedersachsen, Germany",Bonnetable,Frankreich,France,Europa,Europe,1977,p,48.179100,0.425700,"Bonnétable, 72110, Sarthe, France"
Twistringen,27239,Niedersachsen,Lower Saxony,52.791200,8.636400,"Twistringen, 27239, Niedersachsen, Germany",Kaisiadorys,Litauen,Lithuania,Europa,Europe,2002,p,54.866700,24.450000,"Kaišiadorys, Kaunas, Lithuania"
Übach-Palenberg,52531,Nordrhein-Westfalen,North Rhine-Westphalia,50.924926,6.104380,"52531, Nordrhein-Westfalen, Germany",Rosny-sous-Bois,Frankreich,France,Europa,Europe,1990,p,48.873100,2.485300,"Rosny-sous-Bois, 93110, Seine-Saint-Denis, France"
Übach-Palenberg,52531,Nordrhein-Westfalen,North Rhine-Westphalia,50.924926,6.104380,"52531, Nordrhein-Westfalen, Germany",Landgraaf,Niederlande,Netherlands,Europa,Europe,2000,k,50.907100,6.027200,"Landgraaf, 6373, Limburg, Netherlands"
Überherrn,66802,Saarland,Saarland,49.259980,6.711068,"66802, Saarland, Germany",L`Hôpital,Frankreich,France,Europa,Europe,1968,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Überlingen,88662,Baden-Württemberg,Baden-Wurttemberg,47.785791,9.173297,"88662, Baden-Württemberg, Germany",Chantilly,Frankreich,France,Europa,Europe,1987,p,49.194600,2.471200,"Chantilly, 60500, Oise, France"
Ubstadt-Weiher,76698,Baden-Württemberg,Baden-Wurttemberg,49.170800,8.618900,"Ubstadt-Weiher, 76698, Baden-Württemberg, Germany",Szolnok,Ungarn,Hungary,Europa,Europe,1996,k,47.183300,20.200000,"Szolnok, Jász-Nagykun-Szolnok, Hungary"
Ubstadt-Weiher,76698,Baden-Württemberg,Baden-Wurttemberg,49.170800,8.618900,"Ubstadt-Weiher, 76698, Baden-Württemberg, Germany",Montbard,Frankreich,France,Europa,Europe,1991,p,47.623600,4.336200,"Montbard, 21500, Côte-d'Or, France"
Uchte,31600,Niedersachsen,Lower Saxony,52.492200,8.893900,"Uchte, 31600, Niedersachsen, Germany",Sourdeval,Frankreich,France,Europa,Europe,1992,p,48.723300,-0.919900,"Sourdeval, 50150, Manche, France"
Üdersdorf,54552,Rheinland-Pfalz,Rheinland-Pfalz,50.204937,6.912717,"54552, Rheinland-Pfalz, Germany",Junglinster,Luxemburg,Luxembourg,Europa,Europe,1987,p,49.707200,6.253100,"Junglinster, Grevenmacher, Luxembourg"
"Uecker-Randow (Kreis) (Pasewalk, Stadt)",17309,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.516300,13.995400,"Pasewalk, 17309, Mecklenburg-Vorpommern, Germany",BialyBor,Polen,Poland,Europa,Europe,1990,p,51.910264,19.159723,Poland
"Uecker-Randow (Kreis) (Pasewalk, Stadt)",17309,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.516300,13.995400,"Pasewalk, 17309, Mecklenburg-Vorpommern, Germany",Jägewa,Estland,Estonia,Europa,Europe,1995,p,58.592354,25.508266,Estonia
"Uecker-Randow (Kreis) (Pasewalk, Stadt)",17309,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.516300,13.995400,"Pasewalk, 17309, Mecklenburg-Vorpommern, Germany",Wojewodschaft Stettin,Polen,Poland,Europa,Europe,2000,p,53.429600,14.624200,"Szczecin, Zachodniopomorskie, Poland"
Ueckermünde,17373,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,53.756022,14.082324,"17373, Mecklenburg-Vorpommern, Germany",Nowe Warpno (Neuwarp),Polen,Poland,Europa,Europe,2000,p,53.722600,14.290500,"Nowe Warpno, Zachodniopomorskie, Poland"
Uelsen,49843,Niedersachsen,Lower Saxony,52.500000,6.883300,"Uelsen, 49843, Niedersachsen, Germany",Tubbergen,Niederlande,Netherlands,Europa,Europe,1981,p,52.407500,6.784700,"Tubbergen, 7651, Overijssel, Netherlands"
Uelzen,29525,Niedersachsen,Lower Saxony,52.967500,10.561500,"Uelzen, 29525, Niedersachsen, Germany",Plateaux Nord Est  d`Rouen,Frankreich,France,Europa,Europe,1973,p,50.404075,3.525303,"Rue E, Raismes, 59590, Nord, France"
Uelzen,29525,Niedersachsen,Lower Saxony,52.967500,10.561500,"Uelzen, 29525, Niedersachsen, Germany",Kobrin,Belarus,Belarus,Europa,Europe,1995,p,52.215904,24.356813,"Kobrin, Brest, Belarus"
Uelzen,29525,Niedersachsen,Lower Saxony,52.967500,10.561500,"Uelzen, 29525, Niedersachsen, Germany",Barnstaple,Großbritannien,United Kingdom,Europa,Europe,1967,p,51.095207,-4.055086,"Barnstaple, EX31 4JQ, Devon, United Kingdom"
"Uelzen (Kreis) (Uelzen, Stadt)",29525,Niedersachsen,Lower Saxony,53.004399,10.603900,"Uelzener Straße, Uelzen, 29525, Niedersachsen, Germany",Barnstable (North Devon),Großbritannien,United Kingdom,Europa,Europe,1967,p,51.074637,-4.095584,"North Lane, North Devon, EX31 2JN, Devon, United Kingdom"
"Uelzen (Kreis) (Uelzen, Stadt)",29525,Niedersachsen,Lower Saxony,53.004399,10.603900,"Uelzener Straße, Uelzen, 29525, Niedersachsen, Germany",Region Nord de Rouen,Frankreich,France,Europa,Europe,1971,p,50.425503,2.850427,"Rue de Rouen, Sallaumines, 62430, Pas-de-Calais, France"
Uettingen,97292,Bayern,Bavaria,49.794700,9.730600,"Uettingen, 97292, Bayern, Germany",Echillais,Frankreich,France,Europa,Europe,1977,f,45.901817,-0.959207,"Echillais, 17620, Charente-Maritime, France"
Uetze,31311,Niedersachsen,Lower Saxony,52.471300,10.158100,"Uetze, 31311, Niedersachsen, Germany",Praesto,Dänemark,Denmark,Europa,Europe,1980,p,55.939705,9.318333,Denmark
Uffenheim,97215,Bayern,Bavaria,49.544100,10.232900,"Uffenheim, 97215, Bayern, Germany",Kolbudy,Polen,Poland,Europa,Europe,2006,p,54.274900,18.488700,"Kolbudy, Pomorskie, Poland"
Uffenheim,97215,Bayern,Bavaria,49.544100,10.232900,"Uffenheim, 97215, Bayern, Germany",Pratovecchio (Arezzo),Italien,Italy,Europa,Europe,1981,p,43.784402,11.717091,"Pratovecchio, AREZZO, Italy"
Uffenheim,97215,Bayern,Bavaria,49.544100,10.232900,"Uffenheim, 97215, Bayern, Germany",Egletons,Frankreich,France,Europa,Europe,2000,p,45.424331,2.023620,"Egletons, 19300, Corrèze, France"
Ühlingen-Birkendorf,79777,Baden-Württemberg,Baden-Wurttemberg,47.725453,8.295535,"79777, Baden-Württemberg, Germany",Asahi,Japan,Japan,Asien,Asia,1992,p,35.716667,140.633333,"旭市, 千葉県, Japan"
Ühlingen-Birkendorf,79777,Baden-Württemberg,Baden-Wurttemberg,47.725453,8.295535,"79777, Baden-Württemberg, Germany",Machecoul,Frankreich,France,Europa,Europe,1973,p,46.993100,-1.822800,"Machecoul, 44270, Loire-Atlantique, France"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",New Ulm,USA,United States,Amerika,America,1952,k,44.313100,-94.463600,"New Ulm, 56073, Minnesota, United States"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Vidin,Bulgarien,Bulgaria,Europa,Europe,2002,f,43.794468,22.692528,"Видин, Bulgaria"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Tulcea,Rumänien,Romania,Europa,Europe,2003,f,45.070165,28.899323,"Tulcea, Romania"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Novi Sad,Serbien,Serbia,Europa,Europe,2002,f,45.251700,19.836900,"Novi Sad, Južnobački upravni okrug, Serbia"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Baja,Ungarn,Hungary,Europa,Europe,2003,f,46.175000,18.956400,"Baja, Bács-Kiskun, Hungary"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Argenton sur Creuse,Frankreich,France,Europa,Europe,1990,p,46.588900,1.519200,"Argenton-sur-Creuse, 36200, Indre, France"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",St. Gallen,Schweiz,Switzerland,Europa,Europe,1970,k,47.423614,9.372576,"St. Gallen, Switzerland"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Budapest,Ungarn,Hungary,Europa,Europe,2003,f,47.477345,19.141151,"Budapest, Hungary"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Linz,Österreich,Austria,Europa,Europe,2000,k,48.283800,14.317700,"Linz, 4020, Oberösterreich, Austria"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Maribor (Marburg a.d.Drau),Slowenien,Slovenia,Europa,Europe,2000,k,46.577700,15.628100,"Maribor, Maribor, Slovenia"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",County of Glamorgan,Großbritannien,United Kingdom,Europa,Europe,2000,k,52.140871,-3.026866,"Great Oak, County of Herefordshire, HR3 6LX, County of Herefordshire, United Kingdom"
Ulm,89073,Baden-Württemberg,Baden-Wurttemberg,48.398400,9.991600,"Ulm, 89073, Baden-Württemberg, Germany",Bratislava (Preßburg),Slow. Republik,Slovakia,Europa,Europe,2000,k,48.148200,17.106700,"Bratislava, Bratislavský kraj, Slovakia"
Ulmen,56766,Rheinland-Pfalz,Rheinland-Pfalz,50.209400,6.979400,"Ulmen, 56766, Rheinland-Pfalz, Germany",Lormes,Frankreich,France,Europa,Europe,1996,p,47.290000,3.817500,"Lormes, 58140, Nièvre, France"
Umkirch,79224,Baden-Württemberg,Baden-Wurttemberg,48.031200,7.764200,"Umkirch, 79224, Baden-Württemberg, Germany",Bruges bei Bordeaux,Frankreich,France,Europa,Europe,1989,p,44.853829,-0.581700,"Rue de Bruges, Bordeaux, 33000, Gironde, France"
Undenheim,55278,Rheinland-Pfalz,Rheinland-Pfalz,49.838100,8.218900,"Undenheim, 55278, Rheinland-Pfalz, Germany",Dolcè (Prov. Verona),Italien,Italy,Europa,Europe,1996,p,45.442591,10.981176,"VERONA, Italy"
Undenheim,55278,Rheinland-Pfalz,Rheinland-Pfalz,49.838100,8.218900,"Undenheim, 55278, Rheinland-Pfalz, Germany",Blaisy-Bas (Burgund),Frankreich,France,Europa,Europe,1967,p,47.371100,4.738400,"Blaisy-Bas, 21540, Côte-d'Or, France"
Unna,59423,Nordrhein-Westfalen,North Rhine-Westphalia,51.537900,7.689700,"Unna, 59423, Nordrhein-Westfalen, Germany",Pisa,Italien,Italy,Europa,Europe,1996,p,43.468972,10.676925,"PISA, Italy"
Unna,59423,Nordrhein-Westfalen,North Rhine-Westphalia,51.537900,7.689700,"Unna, 59423, Nordrhein-Westfalen, Germany",Ajka (Eickau),Ungarn,Hungary,Europa,Europe,1990,p,47.102000,17.558900,"Ajka, Veszprém, Hungary"
Unna,59423,Nordrhein-Westfalen,North Rhine-Westphalia,51.537900,7.689700,"Unna, 59423, Nordrhein-Westfalen, Germany",Palaiseau,Frankreich,France,Europa,Europe,1969,p,48.718300,2.249700,"Palaiseau, 91120, Essonne, France"
Unna,59423,Nordrhein-Westfalen,North Rhine-Westphalia,51.537900,7.689700,"Unna, 59423, Nordrhein-Westfalen, Germany",Waalwijk,Niederlande,Netherlands,Europa,Europe,1968,p,51.682500,5.070800,"Waalwijk, 5144, Noord-Brabant, Netherlands"
"Unna (Kreis) (Unna, Stadt)",59425,Nordrhein-Westfalen,North Rhine-Westphalia,51.498062,7.703479,"Unnaer Straße, Unna, 59427, Nordrhein-Westfalen, Germany",Banjul,Gambia,Gambia,Afrika,Africa,2000,k,13.416103,-16.684669,"Banjul, Gambia"
"Unna (Kreis) (Unna, Stadt)",59425,Nordrhein-Westfalen,North Rhine-Westphalia,51.498062,7.703479,"Unnaer Straße, Unna, 59427, Nordrhein-Westfalen, Germany",Nowy Sacz,Polen,Poland,Europa,Europe,1997,p,49.610200,20.706600,"Nowy Sącz, Małopolskie, Poland"
"Unna (Kreis) (Unna, Stadt)",59425,Nordrhein-Westfalen,North Rhine-Westphalia,51.498062,7.703479,"Unnaer Straße, Unna, 59427, Nordrhein-Westfalen, Germany",Kirklees,Großbritannien,United Kingdom,Europa,Europe,2011,p,53.635218,-1.779329,"Kirklees, United Kingdom"
"Unstrut-Hainich- (Kreis) (Mühlhausen / Thüringen, Stadt)",,Thüringen,Thuringia,,,,Raseinia,Litauen,Lithuania,Europa,Europe,2000,p,55.373600,23.121700,"Raseiniai, Kaunas, Lithuania"
Unstruttal,99974,Thüringen,Thuringia,51.263900,10.447200,"Unstruttal, 99974, Thüringen, Germany",Lehavim,Israel,Israel,Asien,Asia,2013,p,31.386006,34.632182,Israel
Unterammergau,82497,Bayern,Bavaria,47.616600,11.027200,"Unterammergau, 82497, Bayern, Germany",Baselga Di Pine,Italien,Italy,Europa,Europe,2000,p,46.136556,11.254426,"Baselga di Pinè, TRENTO, Italy"
Untereisesheim,74257,Baden-Württemberg,Baden-Wurttemberg,49.211100,9.201900,"Untereisesheim, 74257, Baden-Württemberg, Germany",Durtal,Frankreich,France,Europa,Europe,1995,p,47.671900,-0.241400,"Durtal, 49430, Maine-et-Loire, France"
Unterensingen,72669,Baden-Württemberg,Baden-Wurttemberg,48.652600,9.354800,"Unterensingen, 72669, Baden-Württemberg, Germany",Mecseknadasd (Rohrbach),Ungarn,Hungary,Europa,Europe,1989,p,46.224700,18.470800,"Mecseknádasd, Baranya, Hungary"
